name,rating,text,resp,gmap_id
Christopher Serrano,1,This Is Probably The Worst Place To Come To Not Even A Month After I Got My Car From Here I Already Had Problems With It I Took It To Them Twice Before There 1 Month Or A 1000 Miles Was Up They Told Me I Could Of Brought My Bbn Own Mechanic If They Are Professional As They Say They Would Know What Theyre Selling And I Wouldnt Need To Bring My Own Mechanic They Knew They Sold Me A Lemon And Not Only That They Arent Even Willing To Help Me Out And Let Me Trade In The Car For Something Even Cheaper I Was Even Willing To Come Back To This Place And Take Another Chance But They Dont Want To Take A Loss This Place Os Just Sad And I Do Not Recommend That Anyone Comes Here They Even Made Us Promises That They Would Take It Back Of We Waited When It Was Buying Season Again And They Flat Out Just Lied And Said They Couldnt Off Me Anything Unless I Pay Off What I Owe And Still Have Money For A Down Payment For Another Car They Messed Up And Sold Me A Lemon And They Cant Even Help Me Out Now Im Stuck Paying Thousands Of Dollars Just To Keep This Car Running,Sin Dato,0X80C2B44E7E98F88F0Xd0029545Cbb8064
Kimberly Park,1,The Worst Customer Service Ever A Young Lady That Takes Your Order At The Cash Register Is So Rude And She Will Laugh At Your Face And Argue With You I Think She Maybe The Owners Daughter I Cant See An Employee Behaving The Way She Does I Will Never Go Back To This Restaurant I Will Spend My Money Else Where,Sin Dato,0X80C2B4F64Bbf5B5D0X8134A61664B1F75
William Pol,1,Went To Three Verizon Stores To Get A Belt Clip For My Phone None Had Them In Stock,Sin Dato,0X80C2B4Fb656E4Dcd0X1E90B17Fe7Cb843
Mansour Khatib,1,3 Month Ago I Bought A Car Charger For My Samsung Phone At This Store For Around 30Usd Plus Expensive For A Charger But I Expect A Quality Product Backed By Great Service And I Am Willing To Pay Some More The Naztech Charger Phone Plug Fell Appart After Around 20 Uses What Seemed To Be A Design Flaw Anyhow Paid A High Price Went Back And Expected That The Store Will Exchange The Charger Without Any Issues However It Turned Out That They Store Manager Was Not Willing To Do Any Exchanges Because They Do No Longer Carry Naztech I Guess Because They Had To Many Returns  Bottom Line I Expected Better Customer Service  I Say Do Not Buy Here Store Is Expensive  They Do Not Stand Behind Their Products And You Receive Bad Customer Service,Sin Dato,0X80C2B4Fb656E4Dcd0X1E90B17Fe7Cb843
David Farrell,1,I Do Not Recommend Taking Your Car To This Body Shop My Experience Has Not Been A Good One,Sin Dato,0X80C2B6Fde6E897870Xa87Eeb40Bedcde1
Richi Valenze,1,Huge Line No Parking Anywhere,Sin Dato,0X80C2B6Fe6937D1570Xfade931382Bf18B
Sha Cappone,1,Not Sure I Remember Thus Place Sorry,Sin Dato,0X80C2B7023C9Ca0Cb0X230Ae66C9C68A05
Crystal Benitez,1,I Did Not Like This Place I Will Never Come Back Here No Fans Very Little Washers To Choose From And The Time On The Washers Is Very Little For The Amount Of Money They Are Asking,Sin Dato,0X80C2B719273608Ab0X5Dc612Ac4A45448
Danielle Carr,1,Ive Called Your Establishment 45 Times Today About My 400 Dollars Your Employee Stole From Me And No Answer I Will Be There Tomorrow With The Police And The News,Time 1568910308220 Text Danielle Thank You For Taking The Time To Share Your Feedback Regarding Your Recent Visit To Ace Cash Express Your Comments Are Important To Us As They Help Us Evaluate And Improve Our Service,0X80C2B7Dd0Ba1C18D0X9Fe1D12D5218339
Ad P,1,One Male Security Is Very Bad,Sin Dato,0X80C2B7E7902B2Afb0X711094E4863C75A
Jason Maradiaga,1,Didnt Get The Haircut I Wanted __ Even Showed A Picture To Get The Cut But Instead Just Ended Up With A Buzz Cut What I Didnt Want,Sin Dato,0X80C2B878952B048F0Xea2F85725F9Da77
Tesfahun G,1,First Rule Of Management Is Not To Think Everyone Is A Criminal Most Of The Store Products Is Lock Up If The Store Has More Problem With People Stealing Their Product They Need To Take Different Direction Assuming Everyones A Criminal Wouldnt Solve Any Problem,Sin Dato,0X80C2B87Aed3Edb870Xad8703618B227F3
Zoraya E Chavarria B,1,Translated By Google I Give Them One Because I Can Not Give Less Than 0 Star Today I Went To The Store To Buy Something And In What I Did Not Realize That My Debit Card Dropped But I Only Reached The Area Of Nail Polish And Less After Two Minutes I Had To Arrive When I Realized That My Card Had Dropped I Went To The Cashier To See If Someone Had Delivered It Or If They Saw It And The Cashier Told Me I Saw A Card Thrown Away And Another Person Told Me The Same Thing That There Was A Card And I Said Aja And Then  He Says Because I Dont Know Anyone Brought It To The Box  I Said Ok Then When They See Something Thrown Away Do Not Attach It In Case Someone Asks Say He Said No Oo We Dont Attach It Only If Someone Brings It  I Wonder What Kind Of Staff Is Eseeeee And He Didnt Do Anything To Tell Me What The Person Who Had Hacked Her Was Like I Feel Very Upset With The Staff Of That Cvs And More With Mrs Esaaa  Original Les Doy Una Por Que No Puedo Dar Menos De 0 Estrellahoy Fui A La Tienda A Comprar Algo Y En Lo Que Entre No Me Di Cuenta Que Mi Targeta Debito Se Me Caio Pero Solo Llegue Al La Area De Pinta Uñas Y Menos De Dos Minutos Tenia Que Habia Llegado Cuano Me Di Cuenta Que Mi Targeta Se Me Habia Caido Fui A La Cajera Para Ver Si Alguien La Habia Entregado O Si Ellos La Vieron Y Me Dijo La Cajera Yo Vi Una Targeta Tirada Y Otra Persona Me Dijo Lo Mismo Que Ahi Estaba Una Targeta Y Le Digo Aja Y Luego Dice Pues No Se Nadie La Trajo A La Caja Le Dije Ok Entonces Cuando Ven Algo Tirado No La Ajuntan Por Si Alguien Pregunta Dice Dijo No Oo No Lo Ajuntamos Solo Si Alguien La Trae  Me Pregunto Que Clase De Personal Es Eseeeee Y No Hiso Nada Por Decirme Como Era La Persona Que Quien La Habia Hagarrado Me Siento Super Molesta Con El Personal De Ese Cvs Y Mas Con La Senora Esaaa,Sin Dato,0X80C2B87Aed3Edb870Xad8703618B227F3
Braveheart,1,Sin Dato,Sin Dato,0X80C2B884E93E2A7B0X3B230Ee7F543779
Brittany Cliffe,1,Went To Buy Quarters Apparently They Only Sell Them To Customers Not Standard Practice,Sin Dato,0X80C2Ba2904981F970X675B700F448Aa63
Anthony Higa,1,Worst Bank To Bank With They Are Rude And Dont Even Work With You And Charge Your Account Off Without Any Notice Culver City Branch Expect A Lawsuit And A Report To The Better Business Bureau For Your Actions I Paid My Negative Balance Before It Even Went To Collections And You Still Charged It Off You Unprofessionals I Will Make Sure All Bank Tellers Lose Their Jobs And Be Replaced By Robots At Least They Know How To Treat Humans With Respect,Sin Dato,0X80C2Ba2904981F970X675B700F448Aa63
Ashley K Padgett,1,Worst Nail Experience Of My Life Went In For A New Set With A Stiletto Nail She Cut Them Extremely Short After I Told Her I Wanted Them Long Complained About Making Them Sharp And Got Insulted When I Told Her That I Did Not Want An Almond Shaped Nail The Next Problem Was That She Filed My Nails Crooked And Got Upset That I Had To Keep Asking Her To Make Them Straight I Had Gotten So Fed Up To The Point That I Refused To Have Her Try And Keep Fixing It Because She Kept Making It Worse  Then We Get To The Color And I Had Asked 4 Times If The Glitter I Was Choosing Would Be Opaque Enough You Would Think The Owner Of The Buisness Would Know Their Product Think Again She Said Has And Told Me That Shes Afraid It Would Be Too Simple 1 Coat In And It Was Sheer As Hell She Asked Me How Much I Had Paid For My Nails At Another Place And Gave Her That Price I Understand How Competitive These Shops Can Be She Proceeded To Tell Me That What I Had Paid At The Other Shop Was Better Than What She Charges And That I Should Have Gone There As Were Finishing Up They Ask For Me To Pay Gave Me A 2 Dollar Discount Since I Paid Cash The Color Still Wasnt Opaque Enough And She Stated That She Already Told Me It Would Be Which She Didnt And Got Upset That I Repeated Back What She Said To Me The Other Nail Tech Kept Saying I Should Have Said Something Which I Replied That I Did Numerous Times But Still Was Not Listened To After Everything I Was Seriously Unhappy And Asked For A Partial Refund To Be Reasonable When Most People Would Ask For A Full Refund She Got Mad At Me And Said That How Can She Take Time Out Of Her Day To Do This For Me And Then I Have The Nerve To Ask For Her Money Back This Pissed Me Off Because I Wont Even Send Food Back At A Resturaunt If They Make It Wrong Because I Dont Like Being That Kind Of Person But Im Paying You For A Service Not The Other Way Around I Even Tipped Her To Be Nice Which She Was Still Ungrateful For Even When I Handed It To Her Without Receiving A Thank You She Finally Shoved My Partial Refund Back At Me And Told Me To Never Come Back Working For Small Businesses I Understand The Importance Of Income But Good Customer Service Is The Most Important Thing For A Company So You Have Returning Customers I Will Gladly Take My Money And Bot Be Over Charged For Horrible Quality Ever Again ,Sin Dato,0X80C2Ba8950913E230X526922Ee13A689D
Kaveh M,1,Sin Dato,Sin Dato,0X80C2Bb4519154A990Xdecf16A2A6048F3
David Nelson,1,Sin Dato,Sin Dato,0X80C2Bb69D9D775230Xed8Fa579F31Ebc7
Mavourneen Torres,1,This School Has No Regard For Children With Ieps There Is No Such Thing As Inclusion It Seems Like They Separate Those Who Have A Higher Iq And Those Who Struggle,Sin Dato,0X80C2Bba8A4Cd318D0Xbe0E17Ad68Afe37
Robin Ecklund,1,Awful Woman Behind The Counter  Nothing Like H Salt Of Yesteryear,Sin Dato,0X80C2Be1Fbe6D46A10X9620Bb95C23Fd40
Mary Starr,1,Greasy Too Too Greasy,Sin Dato,0X80C2Be1Fbe6D46A10X9620Bb95C23Fd40
Michelle Gatpo,1,I Had Really High Expectations For This Place But Boy Was I In For A Treat When I Placed The Order  The Lady On The Phone Asked When I Was Going To Be There And I Said In 510Min But Then She Said Well Its Going To Take 15Min Okay When I Got There There Was A Gentleman Who Took The Food From The Heater And Served It To Me As I Got To My Car I Couldnt Wait To Eat And So I Tried The Fried Banana Looking At The Photo It Was Burnt Soggy And Old So I Tried A Fry And It Was Limp And Old Too Bummed I Went Back Inside And Asked For A Refund The Same Gentleman Grabbed The Owner Or Manager This Asian Lady Storms Out Yelling At Me Insanely Belligerent Demanding That I Leave My Phone Number And That Theyll Take Care Of Me Later Since She Was On An Important Meeting Calmly I Asked To Resolve Everything Now She Just Kept Her Loud Disrespectful Tone Repeating What She Said She Wasnt Even Wearing A Mask And She Was In The Kitchen Finally I Asked The Gentleman To Help Me All He Did Was Simply Void The Transaction I Thanked Him And Told Him Im Sorry For Him If He Had To Deal With That Lady As A Manager,Sin Dato,0X80C2Be1Fbe6D46A10X9620Bb95C23Fd40
Brandon Stutson,1,I Have Only Been Here A Handful Of Times But The Last Time I Went A Few Years Ago Few Of My Friends And I Ordered A Round Of Shots The Bartender Dont Know His Name Brought Up The Fact That We Hadnt Tipped Yet Meanwhile We Had Just Got There Then He Went On And On About How Rude It Was That We Didnt Tip And That Apparently We Were There The Week Before And We Didnt Tip Then Before This Night I Had Not Been There In Months And I Had Told Him That And He Got Really Aggressive And Defensive I Got Up And Left Never Went Back,Sin Dato,0X80C2Bea5126A152F0Xa19467F4F8B1D42
John Dimatos,1,Sin Dato,Sin Dato,0X80C2C003Ffa9322D0X1F9F481521Ae1Cd
Sitawk Co,1,As An Expert And Highly Educated I Applied For A Volunteer Humanitarian Work In This Orgi Even Went To Their Office Twice And Deliver The Resume A Complete Mess In Their Communication Management I Talked To Several People There On The Phone Of Course They Are Rarely At Their Office  Every Time They Promised To Call Soon They Never Did Very Low Quality Service And I Cant Imagine How They Do Their Missions And How They Spend The Funds They Get For The Org Duties,Sin Dato,0X80C2C052E81Ef8430X4Cb69Cb047Adbeb
Dv Aya,1,Sin Dato,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Lilly Erazo,1,Translated By Google Low Prices But All Very Messy There Is Always A Lot Of Line To Pay Original Precios Bajos Pero Todo Muy Desordenado Siempre Hay Mucha Fila Para Pagar,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
B B,1,Sin Dato,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Victor Lopez,1,Sin Dato,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Anita Covarrubias,1,Horrible Customer Serviceworst Store Ever No Nice Cashiers At Allwont Come Here Again,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Nueva Vida En Cristo Jesus,1,Translated By Google They Do Not Return Your Money They Force You To Buy If You Want To Return A Product They Do Not Give You The Money They Only Exchange It For Something Else But The Money Does Not Return It Original No Te Regresa Tu Dinero Te Obligan A Comprar Si Quieres Regresar Algún Producto No Te Dan El Dinero Solo Te Cambian Por Otra Cosa Pero El Dinero No Te Lo Regresan,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
The Leyend,1,Very Bad Experience With This Store,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Carmen Nairn,1,Translated By Google There Are Low Quality Products But Available To Lowincome Families Original Hay Productos De Baja Calidad Pero Al Alcance De Familias De Bajos Recursos,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Kay Supudomtawee,1,Quality Of Product Is Good The Service Is Same The Price,Sin Dato,0X80C2C0Ac618522A10X31Fd1C60A907C3D
Sarkis Rshdouni Sarkis Rshdouni,1,This Is The Most Rude And Unprofessional Venue In Glendale I Came Here On An Afternoon For A Dinner Party The Entire Terrace Was Booked For My Company The Terrace Was Covered With Curtains And During Sunset The Sun Was Right On Our Face They Didnt Cover The Western Part Of The Terrace Food Wise I Specifically Told The Waiter That I Am Vegetarian And Dont Prefer Cilantro Nor Dill But Here We Go The Waiter Comes And Shoves Chicken Salad And Shrimps In My Plate And I Told Him Hey I Dont Eat That And His Response Was Its Ok Talking About The Shrimps I Saw The Shrimp Delivery Made To The Venue When I Was Looking For The Main Entrance And To Be Honest The Scene Of Shrimp Delivery Did Not Look Nice Nor Clean Drink Wise They Serve Wine In A Freaking Black Coated Cups I Mean Who Does That Such A Waste Of Time For Me Staff Are Intentionally Very Rude In General Save Your Money And Dont Go There Reply To Owner You Are A Ridiculous Person And Very Far Away From Being A Professional In Service Industry Im Happy You Answered To Me So I Can Use Your Answer And Report To Usda Food Safety Program Im Really Happy You Took This Step So At Least You Are Learning From Your Mistakes Hopefully,Time 1513899147841 Text We Hope Not To See You Here Again I Asked Your Colleagues And There Was No Single Person Who Liked You Or Didnt Say A Bad Thing About You Honestly So I Dont Mind Your Review ,0X80C2C0Ffcadd29210X16858714223893D
Patricia Hackman,1,Very Bad Experience I Took My 2 Small Dogs To This Place A Couple Of Months Ago Since The First Interaction I Noticed The Cashier Was Recommending Way Too Many Services That I Did Not Request I Accepted Most Of Them Like Teeth Cleaning Ears Cleaning Nails Cutting Etc Always Thinking I Wanted My Babies To Be Pampered And Look Nice When They Were Ready To Be Picked Up I Noticed The Receptionistcashier Kept Telling Me About The Cost Of A Flea Treatment Without Not Even Knowing If My Pets Needed It Or Not I Firmly Told Her My Doggies Did Not Have Any Fleas I Check Them On A Daily Basis I Am Sure They Dont Have Any Fleas I Said When It Was Time To Pick Them Up I Was Told That Both Of My Dogs Were Infested With Fleas And That Both Received The Flea Treatment To Make The Long Story Short The Cashier Informed The Services Rendered Grand Total Was 14900 I Fell Robbed I Never Authorized Such Treatment For My Dogs Which I Was Sure Had No Fleas At All I Had To Pay Anyway To Get My Dogs Back I Love My Dogs Like They Were My Own Children I Will Pay For Any Service I Consider They Need But Paying For Something They Did Not Need Was Very Dishonest Unfair And Unprofessional Pet Lovers Be Aware Of This So Called Pet Grooming Service,Sin Dato,0X80C2C1022Ccedc190Xd6Be3B86845A7Dc
Pea Nut,1,How Do I Feel About This Pizza Lets See When It Comes To The Crust They Would Be Better Off Baking Sheets Of Tree Bark If I Could Imagine What Prison Slop Would Taste Like I Think It Would Highly Resemble Their Pizza Sauce A Mystery Sauce Indeed It Unmysteriously Tastes Like An Old Watery Tin Can Probably Because Of Course Im Sure Thats Where It Came From Their Cheese Wasnt Memorable I Was Too Distracted By How Small The Pizza Was For Such A Skyrocketed Price When I Realized The Pizza Was The Size Of A Kiddy Plate I Was Ready To Pitch It At The Wall Down To Brass Tax I Highly Do Not Recommend,Sin Dato,0X80C2C103Ec6D8A4F0Xdddfb08Ef733942
Seo Advisory,1,Teresa Please Understand If Someone Ask For Regular Black Coffee It Means That Probably He Doesnt Have Much Time To Wait I Had To Wait 10 Minutes And I Just Walked Away Without My Coffee Its Not Respectful I Asked Several Times If My Coffee Is Ready And Youre Keep On Saying Few Minutes,Sin Dato,0X80C2C10E14B1Deff0Xb3E806F82770Fd8
Enriqe Cuevas,1,Translated By Google Very Bad Service Of The One Who Attended The Polisia After He Had A Page With A20 Original Malisimo Servisio Del Qe Atendio Ma Echo La Polisia Despues Qe Le Page Con Uno De A20,Sin Dato,0X80C2C4847F5C7Dc50X75De221Fb59Ff88
Chris Begay,1,Sin Dato,Sin Dato,0X80C2C5898Da949A50Xe5990Bf8E79D3B5
He He,1,Translated By Google After Waiting For Two Or Three Hours We Reserved A Fiveperson Table Four People Arrived First And Another Person Was Looking For A Parking Space Five Minutes Later The Waiter Refused Us To Sit Down First Stood A La Carte And Went In And Saw That Four People Were Given The Table Plus A Chair Is Not A Socalled Big Table Food Is Ok When The Bill Is Paid The Offer Has Ended But The Door Is Also Showing Preferential Activities Misleading Consumers No Need To Do Business Pull In Blacklist Original 排队了两三个小时我们预约五人桌四人先到达另外一个人在找车位五分钟到服务员拒绝我们先入座站着点菜结果进去一看给的也是四人桌加了一张椅子并不是所谓的大桌食物还可以买单的时候才告知优惠活动已结束但是门口还展示着优惠活动误导消费者没必要这样做生意拉入黑名单,Sin Dato,0X80C2C5A290F929950X2518F26782A2Ca1
Josh Esc,1,I Had An Interview Scheduled Here I Arrived On Time  Noticed 34 Other Interviewees Sitting In The Waiting Room It Took About 15 Hours To Even See My Interviewer  When The Time Came For My Interview The Man Who Conducted The Interview Seemed Rushed Unprofessional  Didnt Ask Any Interview Questions The Entire Interview Lasted Only 5 Minutes This Has Downright Have To Be One Of The Worst Interview Experiences Ive Ever Had In My Life  Im 26  Have Gone On Many Interviews If They Treat Interviewees Like This Then I Wonder How They Treat Their Clients Sheesh Im Glad I Didnt Get A Call Back,Sin Dato,0X80C2C5C37Bdeed630X9Bd3E12464684C4
Nitzia Delgado,1,Sin Dato,Sin Dato,0X80C2C63413B03D690Xb8C66F496A9Df47
Celia Perez,1,Dirty,Sin Dato,0X80C2C636Cc11C3230X8C02F4Bd7F6Ec9C
Nay Rodriguez,1,Went Today Very Excited With My Mask On Y Todo Very Rudely She Says Its By Appt Only I Was Like I Drove Six Hours To Come Here She Said What Do You Need When I Said I Was Looking For A Veil Her Face Totally Changed And Was Like I Have Two Customers Ahead Of You If You Want To Wait Outside I Was Like Cant I Browse While You Attend Your Customers Bi Said No And Closed The Door Wdf Never Again Ftp ,Time 1601898803551 Text Hi Good Day Naynwe Sincerely Apologize For Your Experiencenthe Pandemic Has Impacted Our Boutiquenthis Temporary New Normal We Require Guest To Book An Appointment To Protect The Health Of Others Health Safety  Social Distancing Precautions Need To Be Followed To Stop The Spread Of Covid19 Our Small Boutique Requires Masks  Capacity Limits Of Customers For Everybodys Health  Safetynyou Arrived At Our Store At 430Pm  Both Of Our Bridal Stylist Were Servicing Their Scheduled Fitting Appointments Unfortunately We Were Not Expecting You  This Is The Reason We Couldnt Accommodate You We Truly Want All Brides To Feel Beautiful And Confident On The Most Important Day Of Thier Life Your Wedding Day We Can Offer You A 10 Discount On Our Veils By Visiting Our Website Youll Find All Our Fabulous Wedding Veils Our Best Wishes  Sincere Congratulations To You On Your Wedding Day Sincerely Debbies Bridal,0X80C2C64Adb981A010Xde81Bc3Fdfc5Ba4
Wenjun Liang,1,Useless Staff,Sin Dato,0X80C2C64D2D8337Bd0Xf0657Aa9D5896E4
Isela Maxinne,1,High Prices Wont Budge,Sin Dato,0X80C2C710795808250Xedff60B2F96B5D0
Jnn Cz,1,Restrooms Are Nasty,Sin Dato,0X80C2C71B9022Edab0X3A626F39Eff38C3
Strawbeery Plays,1,Sin Dato,Sin Dato,0X80C2C75E343067Cf0X26223796Dd722Ab
Yadyzapoteca,1,Very Mean People Dont Shop Her  The Manager Is Very Rood The Manager On The Early Shift Please Go Were Our Money Is Valued And People Are Considerate,Sin Dato,0X80C2C7931B23C8470X9534Ddfe2F3A102
Employerterrism101 Habiffriedleostyle,1,Worst Possible Experience In The World Servicerepair Dept All Ignore Anyone In Front Of Them Especially If Anyone Has Reserved An Appointment There Is No Customer Service Or Even Any Employees There Choosing To Want To Help Fleet Customers,Time 1565207304441 Text Were Sorry You Had Less Than A 5 Star Experience Kamesh Please Send Us Your Contact Info And The Details Of Your Experience To Pepsocialpepboyscom So That We Can Investigate Further Thank You,0X80C2C7936937Da670X2769A27Bb63454A
Eleazar Garcia,1,Sin Dato,Time 1521491886621 Text We Apologize That You Had A Poor Experience Please Allow Us To Review Your Experience By Sending Us Your Contact Info And Details Of Your Visit To Pepsocialpepboyscom And We Will Investigate Further Thank You,0X80C2C7936937Da670X2769A27Bb63454A
Lonny Swan,1,They Cancelled Me After I Made A Payment And Got A Confirmation Number And Said I Didnt Pay Cause There System Messed Up Why Would It Give Me A Confirmation  If I Gave The Wrong Acct Hows It Confirm Money And Wanted Me To Pay A Late Fee,Sin Dato,0X80C2C7B794876Cf50X3621133537Bec29
Angirson Lopez,1,I Couldnt Find It Very Difficult To Find,Time 1539104146155 Text Thank You For Your Feedback Your Feedback Has Allowed Us To Work With Google To Update Our Map Pin I Have Also Added More Photos To Help People Find Our Location If You Would Like To Further Discuss Or Need Help Please Contact Us Immediately,0X80C2C7C2E83C27690Xb4F94Eb4981A639
Blue Elberts,1,This Place Hosted A Bet Experience Weekend And It Was A Joke No Time Management No Security No Air They Over Booked The Talent And Straight Out Lied To People,Time 1542079685626 Text Hello Blue Im Sorry You Had A Bad Time At One Of Our Clients Events Unfortunately As A Venue We Dont Have Any Control Over Our Clients Event Planning Or Their Time Management We Do Have Strong Ac So It Is Possible The Client Didnt Have It On Hopefully You Come Back To Our Venue Or Even Plan Your Own Event Here Let Us Know If There Is Anything Particular About The Venue Itself We Can Improve On Thank You Again For Your Honesty,0X80C2C7C7A7Cbb7950Xfdcd6Aafd3C6256
Mr Cobaya,1,Open Hours Is Not Accurate,Sin Dato,0X80C2C7D43E6084350Xf8Bdcc14F6276Bf
Billy Matthews,1,Pricing Is Very Irregular Person I Went With Paid 90 Dollars For A Fill And A Polish Change Would Never Go Back Buyer Beware,Time 1568037635326 Text Hi Billynnwe Dont See You In Our System As Ever Receiving Service At Our Salon It Seems Like Someone In Your Party Received Services Acrylic Fill With Gel And Custom Shape Matte Gel Top Coat And They Got A Gel Polish Pedicure Polish Change So Please Have Them Contact Us Anytime If They Have Any Issues In Addition Someone Used A Yelp Promotion On Their Receiptnnas For Our Services And Pricing All Items Are Listed Online Actually Our Location Has The Lowest Prices Of All Locations As There Is Nothing To Hide And There Is Nothing To Beware Of We Guarantee All Of Our Work So If You Have Any Concerns Please Feel Free To Contact Us And Pricing Is All Listed Online At Wwwnailgardencom And We Actually Have The Lowest Prices Of All Locations And We Love Our Community So Often Have Deals On Fb Ig Yelp And More Feel Free To Follow Us On Any Media Channel For Some Specialsnnwe Hope To See Your Friend Soonnnbestnnng Usc,0X80C2C7E5Aeabf1870Xf65B35431194678
G Hernandez,1,Sin Dato,Time 1522098225298 Text For The Truth Please Check Our School Out On Facebook Yelp Twitter And Instagramngoogle Allows These Baseless Reviewsnnthank You For Your Time And Considerationnngsf Staff,0X80C2C850573D255B0X998B0478A84A98B
Papi Eduardo,1,Sin Dato,Sin Dato,0X80C2C86B8F07475D0Xfa68Aab567D746D
Rachel Ramirez,1,Sin Dato,Sin Dato,0X80C2C86B8F07475D0Xfa68Aab567D746D
Rollie Jordan,1,Cool,Sin Dato,0X80C2C87Db2A95E0F0Xfe12Adbbee6Dcac
Minerva Ruiz,1,This Place Will Not Make You A Sell If You Dont Purchase Over 60,Sin Dato,0X80C2C9200E8A8E6B0X4B6F981Fa0B95Dd
Ismael Mendoza,1,Michelle Was Not Much Of A People Person Called In To Inquire Information And She Was Completely Rude Unlike The Glendale Office I Spoke To This Lady There And She Was Super Friendly And Welcoming,Sin Dato,0X80C2C93Ebd6D0A5F0Xa5Bfefe800Da42E
Anthony Rucker,1,Took A Friend Near,Sin Dato,0X80C2C98D112E4B050X23036929112E70A
Nathaniel Jackson,1,Sin Dato,Sin Dato,0X80C2C98D7Da0381F0X183A05228301C1D
Joyce Simpson Fieldsbrewer,1,A Place To Be Deceived They Forge Contracts There Fault In Damage They Send You Threw Hell No Response Run Around Im Still In A Situation Where They Flooded Out Didnt Let Me Know Until After Making My Payment Then No Information I Had To Find The Corporate Office Phone Number Just As Bad On Customer Services Gives Me Run Around Insurance Company With Them The Worst Lie On Getting Information Sent To Them Omg From June 2016 Until Present 1216 No Information On The Damaged Of My Property And Im Being Force To Pay Storage Or They Will Occsion Off My Property Who Can Help Me And Im Disable Jesus Christ The Only Person Now They Trying To Get Rid Of Is Dear Something Like That Help Me,Sin Dato,0X80C2C9A7152864Cd0Xf5660274B0B6795
Richmond Wilson,1,Not A Place For A Normal Person,Sin Dato,0X80C2Ca113E134B850Xd87A46D07124684
Something Anything,1,Ghetto If You Want To Get Robbed Stay Here,Sin Dato,0X80C2Ca113E134B850Xd87A46D07124684
Brandie Treat,1,Sin Dato,Sin Dato,0X80C2Cb085B72A9B50Xaf350F5380A3F00
Pep Schmitt,1,Buyer Beware Make Sure You Know What Youre Getting Ive Had So Much Work Done By This Shop On My Truck And Always Found It To Be Fair And Decently Priced Whats The Issue My Issue Is That Theyve Used Nothing But Cheap Parts All The Parts From Catalytic Converters To Fuel Pump Have All Gone Bad First Thing My New Mechanic Ask Is When Did You Replace Them When I Tell Him And What I Paid He Already Knows They Put In Nothing But Cheap Parts Now Youre Low On Funds I Get It But If Youre Looking For Quality And Durable Parts Make Sure To Let Them Know What You Want Make Sure You Can Read What The Shop Owner Writes The Guy Writes Like A Doctor Lots Of Scribbles And Hard To Read Make Sure You Know How Much Warranty You Have In The End Youll Have To Replace All The Parts Youve Had Repaired Its Time The People Know And Are Aware Of The Work Theyre Paying For,Sin Dato,0X80C2Cbf187Aa7Fd10Xb83E8A9D52A8131
Jerson Reyes,1,Sin Dato,Sin Dato,0X80C2Cbf65Bcbcfc90X27Db83E8Fb69657
Kevin Gonzalez,1,Sin Dato,Sin Dato,0X80C2Cc3Fbf4A9B530X1Ae93Ec4Cb957E6
Jose Hernandez,1,Sin Dato,Sin Dato,0X80C2Cc3Fbf4A9B530X1Ae93Ec4Cb957E6
Adrian Pacheco,1,I Went The Second Day It Was Opened It Was Trash And A Half Everything Seemed So Fake The Customer Service Seemed Everything But Genuine They Are Trying To Emulate The Feel Of Howling Rays It Just Makes You Feel Uncomfortable The Food Soggy And Sad With No Hint Of Real Spice Or Even Flavor I Am Honestly Baffled That They Couldnt Get Anything To Taste Decent I Gave Up Half Way Though My Sandwich Because It Wasnt Worth The Calories And Went Home,Time 1580503725078 Text Thank You For Your Feedback,0X80C2Cd54E8Ecb70F0Xa1783Fe819607A9
Vince Paz,1,Wait A Long Time Most The Time  They Dont Use Brushes On The Trailer Some Not All Of The Workers Have Attitude Like They Dont Want To Be At Work And You Pay 20 Bucks For A Dry And My Kids Could Of Did Better I Dont Get It ,Time 1559334654333 Text I Will See What I Can Do To Rectify This Problem This Is Not The Way I Want My Business I Am So Sorry,0X80C2Cdfd6880C4890Xa51F919947A40Cc
Marco Castaneda,1,2 Times I Have Gone There To Pick Up Pictures And They Dont Have Someone To Help After Waiting For A Few Minutes Come Get The Pictures Then Ask Me To Get In The Other Line To Pay Mind You Theres A Register At Photo Pick Up Area So It Takes About 20Min Just To Pick Up Photos,Sin Dato,0X80C2Ce295D1D02710X8Ce084Dda3Fc62A
Stephanie Aceves,1,Sin Dato,Sin Dato,0X80C2Ce295D1D02710X8Ce084Dda3Fc62A
